"","target","CUSTOMER_PROFILE_CODE","LOCATIONNAME","VEHICLEMODEL","ASSETCOST","LOANAMOUNT","EMI","TENURE","ADDRESSCONFIRMED","DESIGNATION","RESIDENCETYPE","NOOFYEARSINSAMECITY","RESIDENCESTABILITY","RESIDENCELOCALITY","BUSINESSCATEGORY","BUSINESSMARGINGROSS","INCOMEEMPLOYMENT","STABILITYINBUSINESS","STABILITYCONFIRMED","STABILTIYCONFIRMEDTHRU","ISFAMILYINVOLVED","OFFICETYPE","MONTHLYTURNOVER","STOCKVALUEINHAND","BUSINESSMARGINNET","NOOFEMPLOYEES","NAMEBOARDSEEN","OFFICELOCALITY","ISRESIDENCECOMEOFFICE","ENDUSEOFLOAN","ENDUSEOFASSET","ASSETLOCATION","NEIGHBOURREF","POLITICALLINK","PROFESSIONTYPE","CURRENTBUSINESSSTABILITY","APPLICANTDESIGNATION","ASSETREGMONTH","ASSETREGYEAR","LANDOWNERSHIP","IRRIGATIONSOURCE","CROPSCULTIVATED","DISTFROMSCELOCATION","DISTFROMDEALERLOCATION","IMGCONFIRM","TOTALEXPENSEPERMONTH","NETINCOMEPERMONTH","FOIR","Target","UID","Location"
"6137","Bad","PROF211","BIKANER","CHEVROLET BEAT PS DIESEL 2012",255000,204250,8710,30,"Y","PROPRIETOR","O",22,22,3,"PR005",0,5e+05,3,"N",NA,"N","O",0,0,"0","0","Y",1,"Y","SALE PURCHASE CASE",1,"BIKANER","POSITIVE","N","SEP",3,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",420000,80000,11,1,6137,61
"6138","Good","PROF176","SALEM ","TOYOTA INNOVA 2.5 G4 8 STR DIESEL 2008",500000,404250,20678,24,"Y","APPLICANT","O",33,33,3,"PR006",0,45000,4,"N",NA,"N","O",40000,0,"0","0","Y",1,"Y","APPLICANT",1,"SALEM","POSITIVE","N","SEP",4,"PROPRETOR",NA,0,NA,NA,NA,0,0,"Y",0,45000,46,2,6138,22
"6139","Bad","PROF096","TIRUNELVELI ","TOYOTA INNOVA 2.5 G4 8 STR DIESEL 2009",600000,504250,18840,36,"Y","COAPPLICANT","O",45,9,3,"PR005",45,60000,26,"Y",5,"N","O",1e+05,10000,"35","0","N",2,"N","APPLICANT",1,"MARTHANDAM","POSITIVE","N","SEP",26,"SPOUSE",NA,0,NA,NA,NA,0,0,"Y",0,60000,31,1,6139,19
"6140","Bad","PROF150","VISAKHAPATNAM","MARUTI SUZUKI SWIFT VDI DIESEL 2009",400000,354250,10315,48,"Y","SELF","O",12,12,3,"PR005",0,70000,12,"Y",1,"N","O",0,0,"0","2","Y",1,"Y","SELF",1,"VIZAG","POSITIVE","N","SEP",12,"PROPRATER",NA,0,NA,NA,NA,0,0,"Y",10000,60000,17,1,6140,14
"6141","Good","PROF358","KOLKATA","MARUTI SUZUKI WAGON R VXI PETROL 2008",160000,104250,5322,24,"Y","APPLICANT","O",32,32,3,"PR004",0,15000,9,"N",1,"Y","O",0,0,"0","4","Y",1,"Y","APPLICANT ",1,"HOOGHLY","POSITIVE","N","SEP",9,"PARTNER",NA,0,NA,NA,NA,0,0,"Y",1000,14000,38,2,6141,2
"6142","Good","PROF233","VIJAYAWADA","MARUTI SUZUKI SWIFT DZIRE VDI BS IV DIESEL 2011",460000,360000,15525,30,"Y","FRIEND","O",30,30,3,"PR001",0,33000,30,"N",NA,"N","O",0,0,"0","120","Y",2,"N","NO LOANS",1,NA,"POSITIVE","N","SAL",32,"RTF DRIVER",NA,0,NA,NA,NA,0,0,"Y",8000,25000,62,2,6142,15
"6143","Good","PROF096","MYSORE","HYUNDAI VERNA CRDI SX 1.6 DIESEL 2012",450000,400000,11757,48,"Y","PWD CONTRACTOR","O",66,66,3,"PR005",60,150000,20,"Y",1,"Y","O",150000,0,"40","10","N",2,"Y","PURCHASE OF VEHICLE",1,"KUNDAPURA","POSITIVE","N","SEP",20,"PWD CONTRACTOR",NA,0,NA,NA,NA,0,0,"Y",100000,50000,24,2,6143,23
"6144","Bad","PROF235","TRICHY ","VOLKSWAGEN VENTO COMFORTLINE DIESEL 2011",1000000,479250,14857,48,"Y","APPLICANT ","O",15,5,6,"PR004",30,130000,3,"Y",5,"Y","R",5e+05,600000,"20","7","Y",1,"N","FAMILY USE ",1,"TRCHY","POSITIVE","N","SEP",3,"MANAGING DIRECTOR ",NA,0,NA,NA,NA,0,0,"Y",12402,117598,14,1,6144,37
"6145","Good","PROF242","BANGALORE ","TOYOTA INNOVA 2.5 V 8 STR DIESEL 2014",1175000,1137750,30777,60,"Y","APPLICANT","R",25,3,3,"PR005",0,3125000,25,"Y",5,"N","L",3e+06,0,"0","15","Y",2,"N","PURCHASE OF INNOVA",1,"BANGALORE","POSITIVE","N","SEP",25,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",2348010,776990,10,2,6145,9
"6146","Good","PROF227","VISAKHAPATNAM","NISSAN MICRA ACTIVE XV PETROL 2015",400000,354250,12896,36,"Y","APPLICANT","O",10,2,3,"PR002",0,250000,14,"Y",5,"Y","O",0,0,"0","1","Y",1,"N","PERSONAL USE",1,"RAJAHMUNDRY","POSITIVE","N","SAL",14,"SALARIED",NA,0,NA,NA,NA,0,0,"Y",20000,230000,6,2,6146,14
"6147","Bad","PROF252","PUNE","MARUTI SUZUKI SWIFT VDI BS IV DIESEL 2012",450000,354250,9291,60,"Y","SPOUCE","O",30,30,3,"PR008",0,4e+05,30,"N",6,"Y","O",0,0,"0","1","N",1,"N","PERSONAL",1,NA,"POSITIVE","N","AGR",30,"FARMER",NA,0,NA,NA,NA,0,0,"Y",10000,390000,2,1,6147,7
"6148","Bad","PROF347","SALEM ","MARUTI SUZUKI SWIFT VDI DIESEL 2011",400000,354250,11071,48,"Y","APPLICANT ","R",30,2,3,"PR005",0,70000,15,"Y",5,"N","R",0,0,"0","3","N",2,"N","VEHICLE PURCHASED ",1,"SALEM ","POSITIVE","N","SEP",10,"OWNER ",NA,0,NA,NA,NA,0,0,"Y",35000,35000,32,1,6148,22
"6149","Good","PROF252","TIRUPATHI","MARUTI SUZUKI SWIFT VDI DIESEL 2012",450000,374250,13515,36,"Y","APPLICANT","O",39,39,3,"PR007",0,45000,20,"Y",6,"Y","O",0,0,"0","2","Y",1,"N","TO PURCHASE THE VEHICLE",1,"ANANTAPUR","POSITIVE","N","AGR",20,"APPLICANT",NA,0,NA,NA,NA,0,0,"Y",10000,35000,39,2,6149,39
"6150","Good","PROF235","JABALPUR","MARUTI SUZUKI ERTIGA ZXI PETROL 2015",600000,264250,9422,36,"Y","SELF","O",9,1,3,"PR001",0,26000,10,"Y",5,"N","O",0,0,"0","0","N",2,"N","SELF",1,"JABALPUR","POSITIVE","N","SAL",9,"STAFF CAR DRIVER",NA,0,NA,NA,NA,0,0,"Y",2623,23377,40,2,6150,16
"6151","Bad","PROF358","ROWB","FORD FIGO ZXI DURATEC 1.2 PETROL 2011",240000,60000,5525,12,"Y","APPLICANT","O",20,20,3,"PR005",4,25000,16,"Y",3,"N","O",25000,400000,"4","3","Y",1,"N","PERSONAL",1,"JAUGRAM BURDWAN","POSITIVE","N","SEP",16,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",10000,15000,37,1,6151,8
"6152","Good","PROF094","ORISSA","MAHINDRA QUANTO C4 DIESEL 2013",700000,304250,11177,36,"Y","SELF","O",35,35,3,"PR005",15,75000,5,"Y",6,"N","R",3e+05,1000000,"15","3","Y",2,"N","PAY TO SELLER",1,"TUSHURA","POSITIVE","N","SEP",5,"OWNER",NA,0,NA,NA,NA,0,0,"Y",39000,36000,31,2,6152,29
"6153","Good","PROF365","HYDERABAD ","MAHINDRA XUV500 W8 DIESEL 2015",950000,900000,24135,60,"Y","APPLICANT","O",30,30,3,"PR005",0,3e+05,6,"N",NA,"N","R",0,0,"0","2","Y",2,"N","PERSONAL",1,"HYDERABAD","POSITIVE","N","SEP",6,"PROPRIETORSHIP",NA,0,NA,NA,NA,0,0,"Y",10000,290000,8,2,6153,30
"6154","Good","PROF082","TRICHY ","MAHINDRA BOLERO SLX DIESEL 2012",800000,429250,16181,36,"Y","CO APPLICANT ","R",5,1,3,"PR005",30,70000,3,"Y",5,"N","R",150000,1000,"20","2","N",1,"Y","FAMILY USE ",2,"K K N AGAR TRICHY ","POSITIVE","N","SEP",1,"TAILORS ",NA,0,NA,NA,NA,0,0,"Y",6500,63500,25,2,6154,37
"6155","Good","PROF265","TIRUPATHI","MARUTI SUZUKI SWIFT VDI BS IV DIESEL 2012",500000,400000,11834,48,"Y","APPLICANT","O",20,20,3,"PR006",0,50000,7,"N",1,"N","R",0,0,"0","2","Y",2,"N","APPLICANT",1,"NANDIKOTKUR","POSITIVE","N","SEP",7,"OWNER",NA,0,NA,NA,NA,0,0,"Y",15000,35000,34,2,6155,39
"6156","Bad","PROF247","KARIMNAGAR","TATA INDICA VISTA VX QUADRAJET DIESEL 2012",350000,254250,9076,36,"Y","GUARANTOR ","O",20,20,3,"PR005",0,25000,5,"N",5,"Y","R",0,0,"0","1","Y",2,"N","APPLICANT ",1,"KAMAREDDY","POSITIVE","N","SEP",5,"PROPRIETOR ",NA,0,NA,NA,NA,0,0,"Y",0,25000,36,1,6156,33
"6157","Good","PROF025","AHMEDABAD","MAHINDRA THAR CRDE 4X4 BS IV DIESEL 2015",500000,450000,13500,48,"Y","DIRECTOR","O",30,5,1,"PR002",0,98000,6,"Y",1,"N","R",0,0,"0","19","N",2,"N","APPLICANT HAS PURCHASED ONE COMMERCIAL PROPERTY IN JMC HOUSE AND PROPOSED FUND WILL BE USED BY HIM FOR THE SAME PURPOSE",1,"AHMEDABAD","POSITIVE","N","SAL",5,"DIRECTOR",NA,0,NA,NA,NA,0,0,"Y",37365,60635,35,2,6157,4
"6158","Good","PROF245","CALICUT","MARUTI SUZUKI RITZ VXI ABS BS IV PETROL 2009",325000,180000,6328,36,"Y","APPLICANT ","O",39,30,3,"PR005",0,370000,10,"N",NA,"N","R",0,0,"0","7","Y",2,"N","PURCHASE OF SECOND HAND  CAR ",1,"PALAKKAD","POSITIVE","N","SEP",2,"PROPRIETOR ",NA,0,NA,NA,NA,0,0,"Y",135000,235000,5,2,6158,42
"6159","Good","PROF318","ORISSA","MAHINDRA BOLERO PLUS AC DIESEL 2011",700000,304250,9128,48,"Y",NA,NA,NA,NA,NA,NA,0,NA,0,"N",NA,"N",NA,0,0,"0","0","Y",NA,NA,NA,NA,NA,"POSITIVE",NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,"N",0,0,0,2,6159,29
"6160","Good","PROF117","TRICHY ","TOYOTA INNOVA 2.5 V 8 STR DIESEL 2014",1400000,1008500,35494,36,"Y","PROP","O",25,20,3,"PR005",0,175000,20,"Y",6,"N","O",0,0,"0","30","Y",2,"N","REFINANCE",1,NA,"POSITIVE","N","SEP",30,"PROP",NA,0,NA,NA,NA,0,0,"Y",0,175000,20,2,6160,37
"6161","Good","PROF346","CHENNAI I","MARUTI SUZUKI ALTO 800 LXI PETROL 2015",300000,224250,5958,60,"Y","APPLICANT","R",15,6,3,"PR005",0,69000,15,"N",NA,"N","R",0,0,"0","1","Y",2,"N","APPLICANT PERSONAL USE",1,"CHENNAI","POSITIVE","N","SEP",2,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",30000,39000,15,2,6161,12
"6162","Good","PROF252","AURANGABAD","MARUTI SUZUKI SWIFT DZIRE VDI BS IV DIESEL 2013",600000,254250,7628,48,"Y","APPLICANT","O",30,30,3,"PR008",0,68000,10,"Y",5,"N","O",1e+05,0,"0","1","Y",1,"N","SALE PURCAHSE",1,"AURANGABAD","POSITIVE","N","AGR",10,"FARMER",NA,0,NA,NA,NA,0,0,"Y",15000,53000,14,2,6162,32
"6163","Good","PROF346","NAGPUR","MARUTI SUZUKI ERTIGA VDI DIESEL 2012",600000,504250,18676,36,"Y","SELF","O",15,15,3,"PR005",0,2e+05,15,"N",NA,"N","O",0,0,"0","10","Y",2,"N","NAA",1,NA,"POSITIVE","N","SEP",15,"SELF EMPLOYED",NA,0,NA,NA,NA,0,0,"Y",30000,170000,11,2,6163,3
"6164","Bad","PROF096","SALEM ","MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2012",700000,404250,12802,48,"N","APPLICANT","O",25,24,5,"PR005",0,250000,10,"N",NA,"Y","O",0,0,"0","10","N",1,"N","ASSET PURCHASE ",1,"SALEM","POSITIVE","N","SEP",5,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",165000,85000,15,1,6164,22
"6165","Bad","PROF245","MYSORE","HYUNDAI SANTRO GLS I EURO I PETROL 2009",200000,154250,7713,24,"Y","APPLICANT","O",30,30,1,"PR006",0,60000,20,"N",NA,"N","O",60000,0,"0","0","Y",1,"Y","APPLICANT",1,"MYSORE","POSITIVE","N","SEP",20,"OWN BUSINESS",NA,0,NA,NA,NA,0,0,"Y",0,60000,13,1,6165,23
"6166","Bad","PROF383","AURANGABAD","MARUTI SUZUKI SWIFT DZIRE VXI PETROL 2010",300000,154250,5699,36,"Y","self","O",30,30,3,"PR005",0,40000,10,"Y",5,"Y","O",40000,0,"0","2","Y",1,"Y","SALE PURCHASE",1,"AURANGABAD ","POSITIVE","N","SEP",10,"PROPRITER",NA,0,NA,NA,NA,0,0,"Y",0,40000,14,1,6166,32
"6167","Bad","PROF277","HUBLI","TOYOTA ETIOS G PETROL 2011",350000,214250,5325,60,"Y","POLICE HEAD CONSTABLE","O",15,15,3,"PR002",0,75000,39,"Y",5,"N","O",35000,0,"0","0","Y",1,"N","APPLICANT FOR PERSONAL USAGE",2,"GADAG","POSITIVE","N","SAL",40,"POLICE HEAD CONSTABLE",NA,0,NA,NA,NA,0,0,"Y",15000,60000,9,1,6167,35
"6168","Bad","PROF058","JAIPUR","MAHINDRA XYLO E8 BS III DIESEL 2010",400000,354250,13383,36,"Y","SELF","O",30,30,3,"PR007",0,80000,10,"Y",5,"Y","O",65000,0,"0","1","N",1,"Y","PERSONEL",1,"SHRIMADHOPUR","POSITIVE","N","AGR",10,"FARMER",NA,0,NA,NA,NA,0,0,"Y",2500,77500,17,1,6168,48
"6169","Good","PROF211","AHMEDABAD","MAHINDRA XYLO E4 BS III DIESEL 2010",450000,250000,9237,36,"Y","PROPRIETOR","R",20,1,3,"PR005",40,120000,20,"N",NA,"N","R",120000,200000,"30","2","Y",2,"N","VEHICLE PURHCASE",1,"AHMEDBAD","POSITIVE","N","SEP",20,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",0,120000,8,2,6169,4
"6170","Bad","PROF254","SALEM","MARUTI SUZUKI ERTIGA VDI DIESEL 2013",500000,404250,15154,36,"Y","APPLICANT","O",10,10,3,"PR002",0,40000,5,"Y",5,"Y","R",0,0,"0","0","Y",1,"N","APPLICANT",1,"GOLLAPATTI","POSITIVE","N","SAL",5,"TEACHER",NA,0,NA,NA,NA,0,0,"Y",20000,20000,76,1,6170,50
"6171","Good","PROF382","AHMEDABAD","HYUNDAI I20 SPORTZ 1.4 CRDI DIESEL 2015",600000,400000,10334,60,"Y","APPLICANT","O",25,15,3,"PR005",40,60000,4,"N",NA,"N","O",2e+05,100000,"30","0","Y",1,"N","VEHICLE PURCHASE",1,"AHMEDABAD","POSITIVE","N","SEP",4,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",0,60000,17,2,6171,4
"6172","Good","PROF096","MYSORE","MARUTI SUZUKI SWIFT LDI DIESEL 2009",400000,254250,7901,48,"Y","SELF","O",41,41,3,"PR006",60,6e+05,10,"N",NA,"N","O",50000,0,"40","15","Y",2,"N","PURCHASE OF VEHICLE",1,"MANGLAORE","POSITIVE","N","SEP",10,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",300000,300000,3,2,6172,23
"6173","Bad","PROF245","HYDERABAD ","HYUNDAI I20 SPORTZ 1.4 CRDI DIESEL 2011",400000,350000,10839,48,"Y","APPLICANT","O",25,10,3,"PR005",0,60000,1,"Y",5,"N","R",60000,0,"0","1","Y",2,"N","PERSONSL",1,"HYDERABAD","POSITIVE","N","SEP",10,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",15000,45000,24,1,6173,30
"6174","Good","PROF299","NAGPUR","TOYOTA INNOVA 2.5 G 7 STR BS IV DIESEL 2014",900000,750000,19375,60,"Y","SELF","O",30,30,3,"PR005",0,70000,30,"N",5,"N","O",0,0,"0","2","Y",2,"N","APPLICANT",1,"AMRAVATI","POSITIVE","N","SEP",30,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",0,70000,28,2,6174,3
"6175","Good","PROF204","HYDERABAD","MARUTI SUZUKI OMNI E MPI STD BSIII PETROL 2012",250000,200000,7323,36,"Y","SALARIED","R",30,6,3,"PR002",0,57350,6,"N",NA,"N","R",0,0,"0","250","N",2,"N","APPLICANT",1,"HYDERABAD","POSITIVE","N","SAL",6,"SR MANAGER OPERATIONS",NA,0,NA,NA,NA,0,0,"Y",0,57350,13,2,6175,49
"6176","Bad","PROF245","RAJKOT","HYUNDAI VERNA VGT CRDI SX 1.5 DIESEL 2011",450000,304250,9128,48,"Y","BORROWER","L",8,6,3,"PR005",0,50000,6,"N",4,"N","L",0,0,"0","5","Y",1,"Y","POSITIVE",1,"WANKANER","POSITIVE","Y","SEP",6,"PRESS CONTROCTOR",NA,0,NA,NA,NA,0,0,"Y",20000,30000,30,1,6176,36
"6177","Good","PROF207","NAGPUR","MARUTI SUZUKI SWIFT DZIRE LDI DIESEL 2009",360000,329250,12195,36,"Y","SELF","O",30,30,3,"PR001",0,27912,1,"Y",1,"N","O",0,0,"0","0","Y",2,"N","NAA",1,"PARBHANI","POSITIVE","N","SAL",1,"LDC",NA,0,NA,NA,NA,0,0,"Y",5000,22912,53,2,6177,3
"6178","Bad","PROF105","LUDHIANA","VOLKSWAGEN VENTO HIGHLINE DIESEL 2010",400000,350000,12931,36,"Y","APPLICANT","O",18,8,3,"PR005",0,41000,18,"Y",5,"N","O",0,0,"0","1","Y",1,"N","PURPHASE OF PROPERTY FOR BUSINES PURPOSE",1,"LUDHIANA","POSITIVE","N","SEP",18,"PROP",NA,0,NA,NA,NA,0,0,"Y",0,41000,32,1,6178,28
"6179","Good","PROF245","SURAT","MARUTI SUZUKI ERTIGA VDI DIESEL 2013",700000,503250,14679,48,"Y","SELF","O",20,12,3,"PR006",0,96000,1,"Y",6,"N","R",4e+05,250000,"0","1","Y",1,"N","SELF AND OWN CAR ICICI BANK CAR LOAN CLOSED NOC PROVIDE BY APPLICANT",1,"SURAT","POSITIVE","N","SEP",3,"SELF OWNER",NA,0,NA,NA,NA,0,0,"Y",25000,71000,21,2,6179,44
"6180","Good","PROF209","NASIK","MARUTI SUZUKI SWIFT ZXI 1.3 PETROL 2009",300000,254250,9203,36,"Y","SON","O",100,50,3,"PR001",50,138000,15,"N",5,"N","O",40000,0,"50","0","Y",2,"N","SELF",1,"AHMEDNAGAR","POSITIVE","N","SAL",15,"ASST PROFESSOR",NA,0,NA,NA,NA,0,0,"Y",52238,85762,13,2,6180,26
"6181","Good","PROF213","ERNAKULAM","HYUNDAI I10 MAGNA 1.2 AT PETROL 2013",400000,305250,7840,60,"Y","APPLICANT","O",17,17,3,"PR001",0,30000,13,"N",NA,"N","L",0,0,"0","2","Y",1,"N","OWN PURPOSE",1,"KOLLAM","POSITIVE","N","SAL",13,"ANGANWADI TEACHER",NA,0,NA,NA,NA,0,0,"Y",0,30000,26,2,6181,13
"6182","Good","PROF318","PONDICHERRY ","MAHINDRA SCORPIO VLX BS IV DIESEL 2010",475000,375000,14011,36,"Y","APPLICANT","O",25,25,3,"PR006",0,60000,10,"N",NA,"Y","O",0,0,"0","0","Y",1,"Y","VEHICLE PURCHASE",1,"PANRUTI","POSITIVE","N","SEP",10,"SELF",NA,0,NA,NA,NA,0,0,"Y",20000,40000,35,2,6182,5
"6183","Bad","PROF207","HYDERABAD","HYUNDAI I10 ERA PETROL 2012",250000,200000,6084,48,"Y","APPLICANT ","R",15,2,3,"PR006",0,45000,3,"Y",1,"N","L",35000,0,"0","1","Y",1,"N","APPLICANT ",1,"HYDERABAD ","POSITIVE","N","SEP",3,"PROP",NA,0,NA,NA,NA,0,0,"Y",10000,35000,17,1,6183,49
"6184","Good","PROF235","BHOPAL ","MARUTI SUZUKI A STAR LXI PETROL 2010",202000,154250,5655,36,"Y","SELF APPLICANT","R",15,7,3,"PR005",30,35000,10,"Y",5,"N","O",0,0,"25","0","Y",1,"N","FAMILY PERSONAL USE",1,"RESIDENCE","POSITIVE","N","SEP",7,"PROPEREITOR",NA,0,NA,NA,NA,0,0,"Y",5000,30000,19,2,6184,25
"6185","Good","PROF124","COIMBATORE ","TOYOTA INNOVA 2.5 V 8 STR DIESEL 2009",700000,600000,18500,48,"Y","SELF ","R",20,10,3,"PR005",0,95000,20,"Y",6,"N","R",0,0,"0","25","N",2,"Y","APPLICANT ",1,"ERODE ","POSITIVE","N","SEP",20,"PROPREITOR ",NA,0,NA,NA,NA,0,0,"Y",22000,73000,25,2,6185,10
"6186","Bad","PROF252","INDORE ","MAHINDRA SCORPIO VLS 2.2 M HAWK DIESEL 2009",600000,504250,13447,60,"Y","SELF","O",15,4,1,"PR007",0,45300,8,"Y",6,"Y","O",0,0,"0","0","N",1,"Y","COMMERCIAL USE",1,"INDORE","POSITIVE","N","AGR",8,"FARMER  ",NA,0,NA,NA,NA,0,0,"Y",18000,27300,61,1,6186,18
"6187","Good","PROF252","BANGALORE","TOYOTA INNOVA 2.5 V 7STR DIESEL 2012",1125000,508500,13137,60,"Y","APPLICANT ","O",5,2,3,"PR005",0,50000,30,"N",NA,"N","O",0,0,"0","5","Y",1,"N","PERSONAL ",1,"BANGLORE ","POSITIVE","N","SEP",30,"PROPREITOR ",NA,0,NA,NA,NA,0,0,"Y",0,50000,26,2,6187,54
"6188","Good","PROF204","INDORE","HYUNDAI SANTRO GLS I EURO I PETROL 2010",180000,124250,6109,24,"Y","SUPERVISER","O",10,8,3,"PR002",0,27000,10,"Y",1,"N","O",0,0,"0","10","Y",2,"N","PURCHASE OF VEHICLE",1,"INDORE","POSITIVE","N","SAL",2,"SUPERVISER",NA,0,NA,NA,NA,0,0,"Y",15000,12000,51,2,6188,41
"6189","Good","PROF210","HARYANA","MARUTI SUZUKI ALTO K10 VXI PETROL 2010",170000,120000,4434,36,"Y","SELF","O",15,10,3,"PR005",0,30000,5,"Y",5,"N","O",0,0,"0","1","Y",2,"N","PERSONAL",1,NA,"POSITIVE","N","SEP",2,"PROP",NA,0,NA,NA,NA,0,0,"Y",0,30000,15,2,6189,69
"6190","Good","PROF295","JAIPUR","MAHINDRA BOLERO SLX 4WD DIESEL 2014",650000,504250,15968,48,"Y","SELF","O",0.02,0.02,3,"PR005",0,55000,12,"N",5,"N","O",0,0,"0","0","Y",1,"N","SALE PURCHASE",1,NA,"POSITIVE","N","SEP",12,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",25000,30000,53,2,6190,48
"6191","Bad","PROF252","JABALPUR ","MARUTI SUZUKI SWIFT DZIRE LDI DIESEL 2013",525000,419250,12987,48,"Y","SELF","O",20,20,3,"PR007",0,40000,20,"N",5,"Y","O",0,0,"0","5","Y",1,"N","CAR PURCHASE",1,"JABALPUR","POSITIVE","N","AGR",20,"FARMER",NA,0,NA,NA,NA,0,0,"Y",0,40000,32,1,6191,40
"6192","Good","PROF109","KARIMNAGAR","MARUTI SUZUKI SWIFT LDI BS IV DIESEL 2012",250000,204250,7674,36,"Y","CO APPLICANT ","O",30,30,3,"PR005",75,85000,15,"Y",1,"N","O",85000,0,"0","2","Y",2,"N","CO APPLICANT ",2,"MANCHERIAL ","POSITIVE","N","SEP",15,"OWNER ",NA,0,NA,NA,NA,0,0,"Y",0,85000,9,2,6192,33
"6193","Good","PROF096","HYDERABAD ","MARUTI SUZUKI SWIFT DZIRE VDI BS IV DIESEL 2013",650000,550000,14598,60,"Y","PROP","O",30,15,3,"PR005",0,220000,10,"N",5,"N","O",0,0,"0","2","Y",1,"N","FOR PURCHASING OF THE APPLIED ASSET",1,"HYDERABAD","POSITIVE","N","SEP",10,"PROP",NA,0,NA,NA,NA,0,0,"Y",100000,120000,12,2,6193,30
"6194","Bad","PROF227","CALICUT","NISSAN MICRA XV DIESEL 2011",450000,360000,9537,60,"Y","CO APPLICANT ","O",30,6,3,"PR002",0,66000,2,"Y",5,"N","L",0,0,"0","0","Y",1,"N","SALES PURCHASE",1,"THRISSUR","POSITIVE","N","SAL",2,"TEACHER",NA,0,NA,NA,NA,0,0,"Y",10000,56000,17,1,6194,42
"6195","Good","PROF150","KOLKATA","HYUNDAI I10 MAGNA 1.2 AT PETROL 2010",500000,100000,2950,48,"Y","APPLICANT ","O",33,2,3,"PRO20",0,13803,2,"Y",1,"N","O",0,0,"0","0","Y",1,"Y","CO APPLICANT WILL BE USE FOR PERSONAL USE. ",2,"KOLKATA","POSITIVE","N","PEN",2,"PENSIONER",NA,0,NA,NA,NA,0,0,"Y",7000,6803,43,2,6195,2
"6196","Bad","PROF013","BIKANER","MARUTI SUZUKI ERTIGA VDI DIESEL 2015",600000,500000,14584,60,"Y","BROTHER","O",31,31,3,"PR005",30,30000,5,"N",NA,"Y","O",2e+05,100000,"10","1","N",1,"Y","PURCHASE THE VEHICLE",1,NA,"POSITIVE","N","SEP",5,"PROPRITOR",NA,0,NA,NA,NA,0,0,"Y",0,30000,49,1,6196,61
"6197","Good","PROF252","JALANDHAR","TOYOTA INNOVA 2.5 G4 7 STR DIESEL 2008",500000,204250,8250,33,"Y","APPLICANT","O",33,33,3,"PR006",0,20000,8,"N",5,"N","O",0,0,"0","0","Y",1,"N","APPLICANT",1,"JALANDHAR","POSITIVE","N","SEP",8,"PROP",NA,0,NA,NA,NA,0,0,"Y",8000,12000,69,2,6197,56
"6198","Good","PROF227","CHENNAI I","MARUTI SUZUKI BALENO SIGMA 1.3 DIESEL 2016",850000,650000,16738,60,"Y","HIRER","R",5,1,3,"PR002",0,66000,4,"Y",3,"N","R",0,0,"0","0","N",2,"N","CAR PURCHASE",2,"CHENNAI","POSITIVE","N","SAL",1,"PRODUCTION SUPPORT ENGINEER ",NA,0,NA,NA,NA,0,0,"Y",25000,41000,41,2,6198,12
"6199","Good","PROF245","VISAKHAPATNAM","MARUTI SUZUKI ALTO 800 LXI PETROL 2013",250000,204250,6215,48,"Y","SELF ","O",13,4,3,"PR006",0,65000,20,"N",5,"N","R",0,0,"0","1","Y",2,"N","PERSONAL ",1,"SOMESWARAM","POSITIVE","N","SEP",9,"PROPRIETOR ",NA,0,NA,NA,NA,0,0,"Y",20000,45000,14,2,6199,14
"6200","Bad","PROF235","JAIPUR","MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2014",500000,464250,14315,48,"Y","BROTHER","O",30,30,3,"PR005",0,40000,5,"N",NA,"N","O",0,0,"0","0","Y",1,"N","SALE PURCHASE",1,NA,"POSITIVE","N","SEP",5,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",10000,30000,48,1,6200,48
"6201","Bad","PROF191","TIRUNELVELI","MARUTI SUZUKI RITZ VDI BS IV DIESEL 2012",320000,274250,8457,48,"Y","APPLICANT ","O",30,17,6,"PR004",0,65000,17,"Y",5,"Y","O",0,0,"0","0","Y",2,"N","FAMILY ",1,NA,"POSITIVE","N","SEP",17,"PARTNER ",NA,0,NA,NA,NA,0,0,"Y",0,65000,13,1,6201,34
